UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,XGCSWGS84,YGCSWGS84
2020,7,11,3,3,0,1,0,1,0,0,0,6.970648388000029,50.91585632200008
2020,7,14,6,3,5,3,0,1,1,0,0,7.64084708200005,51.89909241600003
2020,7,11,6,3,5,3,0,1,1,0,0,7.022990740000068,50.98062586200007
2020,7,22,6,3,5,2,1,1,1,0,0,6.95264646000004,50.924078604000044
2020,7,13,3,3,0,6,0,1,1,0,0,6.956081656000038,50.95644182800004
2020,7,17,2,3,0,7,0,1,1,0,0,7.625627365000071,51.93453165300008
2020,7,17,1,3,0,1,0,1,0,0,0,6.938759311000069,50.952474497000026
2020,7,20,3,3,5,5,0,1,1,0,0,6.832389292000073,50.96521455300007
2020,7,15,4,3,5,3,0,1,1,0,0,6.961799748000033,50.92138509100005
2020,7,21,4,3,0,1,1,1,0,0,0,6.940390621000063,50.94233244800006
2020,7,22,6,3,5,3,1,1,1,0,0,7.625118481000072,51.93651548200006
2020,7,8,5,3,0,7,0,1,0,0,0,7.682675252000024,51.990594335000026
2020,7,14,7,3,6,4,0,1,0,1,0,6.914625776000037,50.93009827100008
2020,7,12,7,3,5,3,0,1,1,0,0,7.008513357000027,50.938932184000066
2020,7,8,4,3,5,3,0,1,1,0,0,7.84462306100005,51.68424007900006
2020,7,9,5,3,5,2,0,1,1,0,0,6.940115711000033,50.94123339400005
2020,7,17,7,2,0,1,0,1,0,0,0,6.907905237000023,50.930187396000065
2020,7,16,2,3,0,1,0,1,0,0,0,7.052899044000071,50.915592702000026
2020,7,20,2,3,5,2,0,1,1,0,0,6.975016672000038,50.92852821100007
2020,7,23,1,3,0,7,2,1,0,0,0,6.995157876000064,50.96433069600005
2020,7,15,2,2,2,6,0,1,0,0,0,6.84843096000003,50.978898652000055
2020,7,14,2,3,6,4,0,1,0,1,0,6.928491659000031,50.94503057700007
2020,7,17,4,2,5,3,0,1,1,0,0,7.039677882000035,50.92973043000006
2020,7,14,4,3,5,3,0,1,1,0,0,7.627031664000072,51.95579182500006
2020,7,13,2,2,0,7,0,1,0,0,0,7.613763212000038,52.00380206400007
2020,7,19,3,3,0,1,0,1,0,0,0,7.01411169000005,50.974983691000034
2020,7,10,3,3,6,4,0,1,0,1,0,6.90784287300005,50.95514246400006
2020,7,15,1,3,0,6,0,1,0,1,0,7.841418922000059,51.69133016100005
2020,7,7,3,3,5,7,1,1,0,0,0,7.773183019000044,51.66558346100004
2020,7,14,4,3,5,2,0,1,1,0,0,7.593351034000023,51.92997591900007
2020,7,15,2,3,5,3,0,1,1,0,0,7.648511540000072,51.928662134000035
2020,7,15,2,2,7,1,0,1,0,0,0,7.083916650000049,50.94257998100005
2020,7,17,6,3,0,7,0,1,0,0,0,7.057467460000055,50.89394750200006
2020,7,15,1,3,0,6,0,1,0,0,0,7.022647646000053,50.98037128300007
2020,7,9,6,3,5,2,0,1,1,0,0,6.945761069000071,50.94658404000006
2020,7,21,2,3,0,6,2,1,1,0,0,6.957684202000053,50.93532752400006
2020,7,18,1,3,0,7,0,1,0,0,0,6.843173487000058,50.93811780300007
2020,7,18,2,3,0,5,0,1,1,0,0,7.083830548000037,50.86396481000003
2020,7,9,2,3,0,1,0,1,0,0,0,6.954828546000044,50.99858667700005
2020,7,0,1,2,0,1,2,1,0,0,0,7.84926697800006,51.67128542900008
2020,7,14,2,2,0,1,0,1,0,0,0,6.975030519000029,50.92852124600006
2020,7,12,5,3,5,2,0,1,1,0,0,6.931145173000061,50.92313033200003
2020,7,12,7,3,0,1,0,1,0,0,0,6.916258539000069,50.93073644000003
2020,7,17,1,3,5,3,0,1,1,0,0,6.974077298000054,50.95624824200007
2020,7,7,6,2,5,3,0,1,1,0,0,7.52675212500003,51.93872990300008
2020,7,20,2,3,0,6,1,1,0,0,0,6.995159218000026,50.96433028100006
2020,7,18,4,3,3,2,0,1,1,0,0,6.991800893000061,50.93689211800006
2020,7,17,4,3,5,2,0,1,1,0,0,6.91271757100003,50.952783089000036
2020,7,7,4,3,0,1,0,1,0,0,0,6.870822083000064,50.97341749800006
2020,7,15,4,3,5,2,0,1,1,0,0,6.881231418000027,50.966453526000066
2020,7,20,6,3,0,7,0,1,0,0,0,7.078786082000022,50.950782110000034
2020,7,10,5,3,0,5,0,1,1,0,0,6.953785219000054,50.96419459400005
2020,7,1,6,3,0,1,2,1,0,0,0,6.940834266000024,50.93119763000004
2020,7,15,3,3,0,7,0,1,0,0,0,7.558823643000039,51.999554955000065
2020,7,13,5,2,1,1,0,1,0,0,0,7.652367763000029,51.93928504400003
2020,7,9,5,3,5,2,0,1,1,0,0,6.99222244300006,50.889849610000056
2020,7,22,3,3,0,7,2,1,0,0,0,7.022597651000069,50.98033418700004
2020,7,17,3,2,0,7,0,1,0,0,0,7.029483062000054,50.98840477500005
2020,7,17,3,3,5,2,0,1,1,0,0,6.926355819000037,50.930978683000035
2020,7,15,6,3,0,1,0,1,0,1,0,7.679130691000069,51.906709146000026
2020,7,15,5,3,5,2,0,1,1,0,0,7.631018820000065,51.94654101900005
2020,7,12,3,3,0,1,0,1,0,0,0,7.822573032000037,51.67525885600003
2020,7,14,2,3,0,3,0,1,1,0,0,7.033988530000045,50.96728544700005
2020,7,23,6,3,0,1,2,1,0,0,0,7.788891553000042,51.665617015000066
2020,7,19,3,3,6,4,0,1,0,1,0,7.027849894000042,50.99868493900004
2020,7,16,4,3,5,3,0,1,1,0,0,7.821823508000023,51.69478757100006
2020,7,12,4,3,5,2,0,1,1,0,0,7.569176577000064,51.94233246400006
2020,7,21,6,3,0,1,0,1,0,0,0,7.809142768000072,51.67688179400005
2020,7,18,3,2,0,6,0,1,0,0,0,6.936086597000042,50.93539468700004
2020,7,12,4,3,5,3,0,1,1,0,0,6.916850047000025,50.95013286000005
2020,7,12,5,3,0,1,0,1,0,0,0,6.977022576000024,50.84557157000006
2020,7,15,2,3,5,3,0,1,1,0,0,6.999310139000045,50.989422518000026
2020,7,17,3,3,0,3,0,1,1,0,0,7.058935101000031,50.90853712200004
2020,7,18,2,3,5,3,0,1,1,0,0,6.957052422000061,50.903696757000034
2020,7,16,1,2,9,6,0,1,0,0,0,6.971516249000047,50.93693975600007
2020,7,5,4,3,4,6,1,1,0,0,0,7.048489177000022,50.92042035700007
2020,7,10,5,3,0,2,0,1,0,0,0,6.875867755000058,50.92416134500007
2020,7,16,2,3,5,2,0,1,1,0,0,7.630739707000032,51.922636182000076
2020,7,16,2,3,6,4,0,1,0,1,0,6.923499908000053,50.956757828000036
2020,7,19,3,3,0,3,0,1,0,0,0,7.019612376000055,50.96436545700004
2020,7,7,4,2,5,2,0,1,1,0,0,6.91771400500005,50.949549466000065
2020,7,12,5,3,5,3,0,1,1,0,0,7.650654581000026,51.96484842400008
2020,7,13,5,3,5,3,0,1,1,0,0,6.95807091100005,50.93542431100008
2020,7,6,2,3,0,1,0,1,0,0,0,6.916151074000027,50.950561942000036
2020,7,6,4,3,5,3,0,1,1,0,0,6.925223051000046,50.85954497000006
2020,7,18,5,2,3,2,0,1,1,0,0,6.853892849000033,51.014051864000066
2020,7,20,6,2,8,1,0,1,0,0,0,7.549441855000055,51.98382563000007
2020,8,13,3,3,3,6,0,1,0,0,0,6.920066295000027,50.948430648000055
2020,8,18,3,2,0,3,0,1,0,0,0,7.59755702800004,51.89041559800006
2020,8,15,4,3,5,2,0,1,1,0,0,6.91522502600003,50.95116042500007
2020,8,9,4,3,8,1,0,1,0,0,0,7.638500874000044,51.94952626200006
2020,8,16,4,3,0,1,0,1,0,0,0,6.949801459000071,50.93529907200008
2020,8,14,2,3,5,2,0,1,0,0,0,6.859148995000055,50.91542101600004
2020,8,1,4,2,6,7,2,1,0,1,0,6.935270851000041,50.92327378200008
2020,8,17,1,3,5,3,0,1,1,0,0,7.829571591000047,51.697527251000054
2020,7,19,6,3,4,6,0,1,0,0,0,7.023834322000027,50.90266743600006
2020,7,10,6,3,0,1,0,1,0,0,0,7.050798339000039,50.929507665000074
2020,7,7,6,3,3,2,0,1,0,0,1,7.031225108000058,50.94029233200007
2020,8,15,4,3,5,3,0,1,1,0,0,7.713797680000027,51.91102469100008
2020,7,12,6,3,5,2,0,1,1,0,0,7.057600239000067,50.97405285700006
2020,7,18,6,3,5,2,0,1,1,0,0,6.910895960000062,50.95395835800008
2020,7,13,6,3,0,1,0,1,0,0,0,6.925330989000031,50.93944550700007
2020,8,18,4,3,5,2,0,1,1,0,0,6.948368904000063,50.94740683300006
2020,7,16,6,3,0,4,0,1,0,1,0,6.911759351000057,50.928951142000074
2020,8,9,7,3,5,3,0,1,0,0,1,7.047084017000032,50.94230416400006
2020,8,17,7,3,3,6,0,1,1,0,0,6.924770699000021,50.93675462700003
2020,7,13,6,3,3,3,0,1,1,0,0,6.934934422000026,50.92260433100006
2020,8,23,7,3,5,3,2,1,1,0,0,6.920828968000024,50.914100449000046
2020,8,16,2,2,3,1,0,1,1,0,0,7.524473434000072,51.89944887900003
2020,7,23,6,3,0,1,2,1,0,0,0,6.918506034000075,50.91571200300007
2020,7,12,6,3,5,2,0,1,1,0,0,6.936864373000049,50.93536961400008
2020,8,16,2,3,3,6,0,1,0,0,0,6.986584984000047,50.89915006200005
2020,8,10,5,3,5,6,0,1,1,0,0,7.626583400000072,51.909647051000036
2020,8,17,6,3,5,3,0,1,0,0,0,7.82978588800006,51.69983331900005
2020,8,22,6,3,0,1,2,1,0,0,0,7.629500934000021,51.94450521200008
2020,8,11,3,3,0,7,0,1,0,0,0,6.918918874000042,50.90772017000006
2020,8,8,2,3,5,2,0,1,1,0,0,7.699876309000047,51.92387325200008
2020,8,15,2,3,4,6,0,1,0,0,0,7.663747917000023,51.96825043600006
2020,8,14,3,3,5,3,0,1,1,0,0,7.058934608000072,50.90853768800008
2020,8,17,3,3,4,6,0,1,0,0,0,6.961801199000036,50.93599240900005
2020,8,16,3,3,1,5,0,1,1,0,0,7.002918442000066,50.96044448200007
2020,8,21,1,3,1,6,0,1,1,0,0,7.612595123000062,51.95252119200006
2020,8,11,2,3,5,2,0,1,1,0,0,7.012423841000043,50.93959397200007
2020,8,16,1,3,5,3,0,1,1,0,0,6.867535580000038,50.93790708500006
2020,8,20,1,3,0,2,1,1,1,0,0,6.965195161000054,50.92518826100007
2020,8,10,2,2,6,4,0,1,0,1,0,6.953497278000043,50.96568387000008
2020,8,15,1,3,3,6,0,1,1,0,0,6.959877007000046,50.921131348000074
2020,8,15,2,3,3,2,0,1,0,0,0,6.859148254000047,50.91542240500007
2020,8,13,2,3,3,6,0,1,1,0,0,6.927597708000064,50.91567296300008
2020,8,10,7,2,3,6,0,1,0,0,0,7.125858594000022,50.889259398000036
2020,8,22,7,3,5,2,2,1,1,0,0,6.940345680000064,50.94297109000007
2020,8,17,4,3,3,6,0,1,0,0,0,7.629595461000065,51.92483470900004
2020,8,19,4,3,2,7,0,1,0,0,0,6.956783383000072,50.95021337400004
2020,8,14,5,3,5,2,0,1,1,0,0,6.930121260000021,50.90916382900008
2020,8,19,5,3,5,2,0,1,1,0,0,7.643656435000025,51.90406933200006
2020,8,8,4,2,2,2,0,1,1,0,0,6.909099236000031,51.02827879300003
2020,8,16,5,3,5,3,0,1,1,0,0,7.768210578000037,51.66550230400003
2020,8,14,4,3,5,2,0,1,1,0,0,6.920834849000073,50.91409637000004
2020,8,17,5,3,0,1,0,1,0,0,0,6.988311755000041,50.89806586900005
2020,8,14,4,2,0,7,0,1,0,0,0,6.972421107000059,50.87157401500008
2020,8,12,5,3,5,2,0,1,0,0,0,6.921420028000057,50.94786206600003
2020,8,10,1,3,5,3,0,1,1,0,0,7.003920942000036,50.97710089600008
2020,8,16,1,3,0,1,0,1,0,0,0,6.963040419000038,50.87910396400008
2020,8,17,2,3,5,3,0,1,1,0,0,7.573854705000031,51.992221276000066
2020,8,14,1,3,4,1,0,1,0,0,0,7.837541059000046,51.654021974000045
2020,8,14,7,3,0,1,0,1,0,0,0,7.584494190000044,51.93558563600004
2020,8,16,2,3,6,6,0,1,0,1,0,7.772280974000069,51.668139619000044
2020,8,14,7,2,0,1,0,1,0,0,0,6.866455102000032,50.93785603400005
2020,8,3,7,3,8,1,2,1,0,0,0,6.886250159000042,50.93411740400006
2020,8,21,7,3,0,1,2,1,0,0,0,6.969586552000067,50.88305644500008
2020,8,17,7,3,0,1,0,1,0,0,0,6.930017899000063,50.90931971600003
2020,8,11,6,3,0,5,0,1,1,0,0,7.039315475000024,51.00051461500004
2020,8,16,6,3,5,2,0,1,1,0,0,6.95784670200004,50.95768400800006
2020,8,17,6,3,1,7,0,1,1,0,0,6.828707261000034,50.96453768600003
2020,8,17,6,3,3,2,0,1,1,0,0,6.908510784000043,50.93711413300008
2020,8,17,7,3,5,3,0,1,1,0,0,7.74835689400004,51.66271605800006
2020,8,17,2,3,1,5,0,1,1,0,0,6.924937122000074,50.94638920700004
2020,8,6,3,3,5,2,0,1,0,0,0,6.958273733000056,50.95095752900005
2020,8,15,5,3,9,5,0,1,1,0,0,7.805570873000022,51.68990847600003
2020,8,20,5,3,0,7,0,1,1,0,0,6.816737946000046,50.93862102400004
2020,8,19,3,2,9,1,0,1,0,0,0,7.703930983000021,51.97604585500005
2020,8,23,4,2,4,6,2,1,0,0,0,6.915872340000021,50.936688951000065
2020,8,7,5,3,0,7,0,1,1,0,0,7.883540726000035,51.685907963000034
2020,8,7,5,3,3,6,0,1,1,0,0,7.085721739000064,50.85807589700005
2020,8,19,3,3,0,1,1,1,0,0,0,6.901193269000032,50.99392396500008
2020,8,18,5,3,5,3,0,1,1,0,0,6.978580029000057,50.89365397700004
2020,8,14,4,3,4,6,0,1,0,0,0,6.898879000000022,51.04316596100006
2020,8,20,5,3,6,4,1,1,0,1,0,6.915402607000033,50.95104566200007
2020,8,15,3,3,5,2,0,1,1,0,0,6.916644663000056,50.91802664000005
2020,8,17,2,3,0,5,0,1,1,0,0,6.910493910000071,50.939603043000034
2020,8,17,6,3,5,3,0,1,1,0,0,7.04530270600003,50.92981072500004
2020,8,7,6,3,5,3,0,1,1,0,0,6.87873371400002,50.99650969600003
2020,8,16,3,3,0,1,0,1,0,0,0,7.816850014000067,51.68160481500007
2020,8,16,6,3,2,7,0,1,1,0,0,6.926886551000052,50.945577488000026
2020,8,10,6,3,5,3,0,1,1,0,0,6.987477604000048,50.898565731000076
2020,8,23,6,3,0,1,2,1,0,0,0,6.93072046900005,50.93658681200003
2020,8,15,7,3,5,3,0,1,0,0,1,7.004861494000068,50.909092326000064
2020,8,14,7,3,5,3,0,1,0,0,0,7.031207205000044,50.94030746200008
2020,8,16,7,3,5,2,0,1,1,0,0,6.873902616000066,51.00364211800007
2020,8,11,2,3,2,6,0,1,0,0,0,6.942766551000034,50.94532273200008
2020,8,15,2,3,0,6,0,1,0,0,0,7.639844354000047,51.97517984900003
2020,8,17,2,3,6,4,0,1,0,1,0,6.916101654000045,50.95059388300007
2020,8,18,7,3,0,7,0,1,0,1,0,7.800904802000048,51.650384485000075
2020,8,17,6,2,0,6,0,1,0,0,0,7.538216937000072,51.98876203900005
2020,8,17,6,3,5,3,0,1,1,0,0,7.601621777000048,51.994907743000056
2020,8,7,3,3,3,6,0,1,0,0,0,7.60483053300004,51.948808804000066
2020,8,7,5,3,4,6,0,1,0,0,0,6.883769245000053,50.99082797600005
2020,8,17,3,3,1,3,0,1,1,0,0,7.671707420000075,51.924734114000046
2020,8,18,3,2,0,2,0,1,1,0,0,7.638761738000028,51.902723269000035
2020,8,12,6,3,5,2,0,1,1,0,0,6.940200232000052,50.941630116000056
2020,8,13,7,3,0,7,0,1,0,0,0,6.93987738900006,50.94018438900008
2020,8,20,5,3,1,7,0,1,1,0,0,7.800576508000063,51.68898362900006
2020,8,18,5,3,5,2,0,1,1,0,0,6.956191658000023,50.92253742300005
2020,8,19,7,2,5,3,0,1,1,0,0,6.895818682000027,50.959715895000045
2020,8,23,7,3,7,1,2,1,0,0,0,7.562333399000067,51.95328354600008
2020,8,20,6,3,0,1,1,1,0,0,0,6.920410622000077,50.95373791900005
2020,8,7,5,3,0,1,0,1,0,0,0,6.957221636000043,50.957619185000055
2020,8,20,3,3,3,6,1,1,1,0,0,7.055694433000042,50.884166296000046
2020,8,15,3,3,5,2,0,1,1,0,0,7.042932800000074,50.96911350000005
2020,8,15,3,3,6,4,0,1,0,1,0,6.898651906000055,50.958393544000046
2020,8,20,7,2,0,1,0,1,0,0,0,6.92970126900002,50.926007954000056
2020,8,7,6,3,3,6,0,1,1,0,0,7.775597443000038,51.65683205900007
2020,8,5,4,3,5,3,2,1,1,0,0,7.651948480000044,51.95486562100007
2020,8,14,5,3,1,5,0,1,1,0,0,6.917416541000023,50.94974180200006
2020,8,17,6,3,0,2,0,1,1,0,0,7.060651128000075,50.90655843300004
2020,8,7,5,3,5,3,0,1,1,0,0,7.883525080000027,51.68590457100004
2020,8,18,6,2,5,3,0,1,1,0,0,7.821413460000031,51.69559617600004
2020,8,9,7,2,5,6,0,1,0,0,0,7.713606556000059,51.95802642400008
2020,9,17,3,3,0,5,0,1,1,0,0,7.012080130000072,50.96279834400008
2020,8,17,1,3,5,3,0,1,1,0,0,7.027904155000044,50.94275606200006
2020,9,16,4,3,6,4,0,1,0,1,0,7.064778084000068,50.972155773000054
2020,8,7,2,3,5,2,0,1,0,0,0,7.651293539000051,51.905124973000056
2020,9,8,4,3,5,3,0,1,1,0,0,6.915612993000025,50.97099528500007
2020,9,16,3,2,8,1,0,1,0,0,0,7.724779235000028,51.91517918200003
2020,8,19,2,3,0,1,0,1,0,0,0,7.081646019000061,50.85511407900003
2020,9,16,4,3,0,2,0,1,1,0,0,7.700361136000026,51.97441713500007
2020,9,17,4,2,5,3,0,1,0,0,0,6.981539622000071,50.937351559000035
2020,9,9,3,3,1,5,0,1,1,0,0,7.002357846000052,50.937866049000036
2020,9,17,4,3,5,2,0,1,1,0,0,6.920828488000041,50.91410078200005
2020,9,17,4,3,2,7,0,1,1,0,0,7.013724104000062,50.95431709500008
2020,8,16,2,3,0,7,0,1,0,0,0,7.820633693000048,51.67877466900006
2020,9,16,4,2,5,3,0,1,1,0,0,6.904538655000067,50.93699943900003
2020,9,19,3,3,1,5,0,1,1,0,0,6.94070640800004,50.94338966600003
2020,9,19,7,3,0,1,0,1,0,0,0,6.94773744500003,50.98308005900003
2020,9,15,6,3,4,2,0,1,1,0,0,6.953174001000036,50.935257050000075
2020,9,8,5,3,5,3,0,1,1,0,0,6.892052500000034,51.00019473700007
2020,9,7,5,3,1,5,0,1,1,0,0,6.999957988000062,50.883140997000055
2020,9,8,5,3,0,1,0,1,0,0,0,6.928910057000053,50.93669890000007
2020,9,8,2,3,5,3,0,1,1,0,0,7.658821725000053,51.98571514200006
2020,9,14,2,2,5,2,0,1,1,0,0,6.850247190000061,50.91899722900007
2020,9,18,5,3,0,5,0,1,1,0,0,6.955842996000058,50.950315739000075
2020,9,7,5,3,5,3,0,1,0,0,0,6.935570489000043,50.94224242400003
2020,9,16,5,3,5,2,0,1,1,0,0,6.95314744600006,50.935261928000045
2020,9,16,1,3,0,4,0,1,0,1,0,7.598354286000074,51.969835387000046
2020,9,15,5,3,5,2,0,1,1,0,0,7.622025772000029,51.893917488000056
2020,9,11,1,3,3,6,0,1,0,0,0,7.006026080000027,50.97391758500004
2020,9,21,7,3,1,7,2,1,1,0,0,7.064444299000058,50.97261229800006
2020,9,15,2,3,5,3,0,1,1,0,0,6.927838326000028,50.959715104000054
2020,9,12,6,3,0,1,0,1,0,0,0,6.940606135000053,50.93114277300003
2020,9,11,6,3,5,1,0,1,1,0,0,7.823014422000028,51.67206899400003
2020,9,16,1,3,0,3,0,1,1,0,0,7.013668060000043,50.97474225000008
2020,9,14,2,3,5,2,0,1,1,0,0,7.636905299000034,51.950924902000054
2020,9,14,6,3,3,2,0,1,0,0,0,6.930626266000047,50.95479064500006
2020,9,14,4,3,5,3,0,1,1,0,0,7.08349731900006,50.869521348000035
2020,9,22,5,3,0,1,2,1,0,0,0,6.940148793000049,50.94139014600006
2020,9,13,4,3,5,3,0,1,1,0,0,6.995670031000032,50.876322266000045
2020,9,8,3,3,0,1,0,1,0,0,0,7.02218264000004,50.98002372000008
2020,9,6,3,2,9,7,1,1,0,0,0,6.954974852000021,50.95873605400004
2020,9,10,4,3,5,3,0,1,0,0,0,7.612284727000031,51.976787571000045
2020,9,11,3,3,2,6,0,1,0,0,0,6.919181924000043,50.94881249500003
2020,9,13,3,3,5,2,0,1,1,0,0,6.924566691000052,50.94654475300007
2020,9,12,5,2,5,3,0,1,1,0,0,7.841629290000071,51.69053616700006
2020,9,11,4,3,5,2,0,1,1,0,0,6.976939410000057,50.84546697300004
2020,9,18,5,3,5,3,0,1,1,0,0,7.082042443000034,50.921100188000025
2020,9,23,5,3,9,1,2,1,0,0,0,6.965178569000045,50.94876801100003
2020,9,17,7,3,4,6,0,1,0,0,0,6.954692801000022,50.959342123000056
2020,9,19,7,3,5,3,1,1,1,0,0,6.938983674000042,50.936426340000025
2020,9,15,7,2,4,1,0,1,1,0,0,7.890188417000047,51.65435461000004
2020,9,17,6,2,0,1,0,1,0,0,0,7.041884306000043,50.896620932000076
2020,9,15,6,3,0,1,0,1,0,0,0,6.981533349000074,50.93735172200007
2020,9,15,3,2,3,6,0,1,0,0,0,7.841399667000076,51.69139881800004
2020,9,14,2,3,5,3,0,1,0,0,0,7.667921106000051,51.95166281000007
2020,9,17,2,3,0,1,0,1,0,0,0,7.068218210000055,50.97786561400005
2020,9,12,2,3,0,1,0,1,0,0,0,6.954849374000048,50.99911455400007
2020,9,18,2,2,6,6,0,1,0,1,0,6.939297568000029,50.93805635400008
2020,9,14,2,3,3,7,0,1,0,0,0,7.816989550000074,51.67747557200005
2020,9,16,1,2,0,1,0,1,0,0,0,6.954763272000037,50.99693238200007
2020,9,9,1,3,7,3,0,1,0,0,1,6.890963129000056,50.91181743200008
2020,9,14,6,3,3,2,0,1,1,0,0,7.822994961000063,51.672067877000075
2020,9,11,5,3,5,3,0,1,1,0,0,7.836221886000033,51.68195041700005
2020,9,15,4,3,5,2,0,1,1,0,0,7.626807104000022,51.931882630000075
2020,9,7,4,2,0,7,0,1,0,0,0,7.055124560000024,50.89077328700006
2020,9,7,4,3,0,3,0,1,0,0,0,6.926039452000055,50.945948325000074
2020,9,20,4,3,2,1,2,1,0,1,0,6.966742919000069,50.92307774500006
2020,9,16,3,3,5,3,0,1,1,0,0,7.599077517000069,51.99080257500003
2020,9,17,2,2,0,7,0,1,0,0,0,7.747731812000041,51.66271035200003
2020,9,15,1,3,3,6,0,1,1,0,0,6.925806990000069,50.91121165700008
2020,9,17,1,3,5,2,0,1,0,0,1,6.945867941000074,50.93576363500006
2020,9,1,7,3,9,1,2,1,0,0,0,7.56000345800004,52.015157163000026
2020,9,21,7,3,0,1,2,1,0,0,0,7.628349094000043,51.985232077000035
2020,9,17,7,3,5,3,0,1,1,0,0,7.604009427000051,51.97498599100004
2020,9,13,7,3,0,1,0,1,0,0,0,7.81060556500006,51.688028194000026
2020,9,7,6,3,5,2,0,1,0,0,0,7.601624681000033,51.96522098300005
2020,9,10,6,3,0,7,0,1,0,1,0,7.640550329000064,51.95742935100003
2020,9,14,4,3,1,3,0,1,1,0,0,6.877807030000042,50.937842286000034
2020,9,15,4,3,2,1,0,1,0,0,0,6.929417343000068,50.94471007400006
2020,9,19,4,2,5,2,1,1,1,0,0,6.90993067200003,50.95444654900007
2020,9,8,4,3,0,5,0,1,0,0,0,6.933349815000042,50.92111760700004
2020,9,13,4,2,5,3,0,1,0,0,0,6.979759717000036,50.90465148200008
2020,9,8,4,3,5,3,0,1,0,0,0,6.95903790400007,50.935234517000026
2020,9,6,4,3,5,3,2,1,1,0,0,7.829467760000057,51.684270369000046
2020,9,17,3,3,0,6,0,1,0,0,0,7.675469429000032,51.92122727900005
2020,9,17,3,3,2,6,0,1,0,0,0,7.697983387000022,51.98878224200007
2020,9,17,3,3,3,2,0,1,1,0,0,7.080816556000059,50.94604326100006
2020,9,8,3,3,3,6,0,1,1,0,0,6.866444036000075,50.93785610900005
2020,9,18,3,3,0,1,1,1,0,0,0,6.900480669000046,50.95760163300008
2020,9,21,2,3,0,7,2,1,0,0,0,7.627664171000049,51.94343250600008
2020,9,12,2,3,5,3,0,1,1,0,0,7.614475313000071,52.001852331000066
2020,9,15,2,3,3,3,0,1,0,0,0,6.846514028000058,50.93818686100008
2020,9,7,2,3,5,3,0,1,1,0,0,7.609215103000054,51.93688309400005
2020,9,14,1,2,5,3,0,1,1,0,0,7.557284881000044,52.00160811500007
2020,9,20,1,2,5,3,2,1,0,0,0,6.934487425000043,50.92241572300003
2020,9,19,7,3,5,2,2,1,1,0,0,7.640775564000023,51.97127143600005
2020,9,13,3,3,3,2,0,1,1,0,0,7.878479843000037,51.69028419700004
2020,9,11,7,3,3,3,0,1,0,0,1,7.561668226000052,51.95309885800003
2020,9,15,6,3,5,2,0,1,1,0,0,7.591969856000048,51.93957965300007
2020,9,11,6,3,5,3,0,1,1,0,0,7.677852115000064,51.91904488100005
2020,9,7,6,3,5,3,0,1,0,0,1,7.647129241000073,51.98568932500007
2020,9,11,2,3,0,1,0,1,0,0,0,6.940613867000025,50.93112497000004
2020,9,15,6,2,5,3,0,1,1,0,0,7.015526013000056,50.975698039000065
2020,9,1,6,3,7,1,2,1,0,0,0,6.97269411000002,50.91266594900003
2020,9,7,6,3,5,2,0,1,1,0,0,6.908720624000068,50.93710264900005
2020,9,15,6,3,6,4,0,1,0,1,0,6.957130998000025,50.95086702700007
2020,9,7,6,3,5,3,0,1,1,0,0,7.855016912000053,51.68934495700006
2020,9,16,5,3,4,2,0,1,1,0,0,7.587486567000042,51.93737523600004
2020,9,9,5,3,0,1,0,1,0,0,0,7.605806303000065,51.92866106800005
2020,9,15,5,3,5,2,0,1,0,0,1,6.926581145000057,50.93102562200005
2020,9,18,3,2,7,7,0,1,0,0,0,6.939491220000036,50.93872861300008
2020,10,18,7,3,0,1,0,1,0,0,0,7.056325060000063,50.891863165000075
2020,10,13,5,3,5,3,0,1,1,0,0,6.953123886000071,50.935266254000055
2020,10,17,5,3,5,3,0,1,1,0,0,6.863357378000046,51.068436338000026
2020,9,18,4,3,0,7,1,1,1,0,0,7.609737278000068,51.877480595000065
2020,10,14,6,2,5,3,0,1,1,0,0,6.85791677800006,50.918054968000035
2020,10,12,6,3,5,3,0,1,1,0,0,7.834887260000073,51.67683155200007
2020,9,7,4,3,1,6,0,1,0,0,0,6.838019818000021,50.95467930500007
2020,9,13,4,3,5,3,0,1,1,0,0,7.811489214000062,51.67750898500003
2020,10,18,5,2,5,3,1,1,1,0,0,6.993247986000029,51.01120219000006
2020,9,11,3,3,0,7,0,1,0,0,0,6.92023049900007,50.95380104600008
2020,10,16,5,3,3,6,0,1,1,0,0,6.932621428000061,50.93656096800004
2020,10,2,7,3,1,7,2,1,1,0,0,6.920409193000069,50.95373650400006
2020,9,13,4,3,9,1,0,1,0,0,0,6.957265569000072,50.957514436000054
2020,9,14,3,2,3,6,0,1,1,0,0,6.941524067000046,50.92926311000008
2020,10,11,6,2,0,1,0,1,0,0,0,6.946431174000054,50.89178525500006
2020,10,15,5,3,1,7,0,1,0,0,0,7.612232911000035,51.97753970700006
2020,10,15,4,3,0,3,0,1,1,0,0,6.920330808000074,50.93209760800005
2020,10,6,5,3,3,2,2,1,1,0,0,6.953762416000075,50.96430519900008
2020,10,16,5,3,5,2,0,1,1,0,0,7.618463466000037,51.95962678800004
2020,10,9,3,3,5,2,0,1,1,0,0,7.578833857000063,51.93435002700005
2020,10,20,3,3,6,6,2,1,0,1,0,6.882432336000022,50.99231798300008
