UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,XGCSWGS84,YGCSWGS84
2019,2,8,6,3,0,1,0,1,0,0,0,7.055468965000046,50.88060795400003
2019,2,8,6,3,4,6,0,1,1,0,0,6.914822057000038,50.92101791200008
2019,2,10,1,3,3,2,0,1,1,0,0,7.619935386000066,51.95471576600005
2019,2,12,1,3,0,1,0,1,0,0,0,6.996574513000041,50.86325641900004
2019,2,12,6,3,5,2,0,1,1,0,0,7.833903403000022,51.68160314800008
2019,2,16,5,3,5,3,0,1,1,0,0,7.629171472000053,51.926304395000045
2019,2,8,5,3,5,2,0,1,1,0,0,6.896570336000025,50.95936160000008
2019,2,9,5,3,6,4,0,1,0,1,0,6.950713448000045,50.948558673000036
2019,2,8,4,3,5,3,0,1,1,0,0,6.886894167000037,50.932801737000034
2019,2,9,4,3,5,3,0,1,1,0,0,6.966869319000068,50.92277829400007
2019,2,16,6,3,8,1,0,1,0,0,0,7.672590569000022,51.96999236400006
2019,2,16,4,3,5,3,0,1,1,0,0,7.633817457000021,51.96208459400003
2019,2,13,4,3,0,5,0,1,1,0,0,7.626957100000027,51.955514692000065
2019,2,10,4,3,1,5,0,1,1,0,0,7.612022738000064,51.97781374600004
2019,2,19,3,3,5,2,2,1,1,0,0,7.640743890000067,51.971215674000064
2019,2,16,3,3,4,2,0,1,1,0,0,7.573041412000066,51.924967174000074
2019,2,10,3,3,0,6,0,1,1,0,0,7.074843926000028,50.88113173000005
2019,2,12,3,2,4,2,0,1,1,0,0,7.083342730000027,50.87211132300007
2019,2,16,2,3,3,6,0,1,1,0,0,7.614868889000036,51.93968268700007
2019,2,11,2,3,6,4,0,1,1,1,0,6.903780425000036,50.93715017100004
2019,2,14,7,3,5,2,0,1,1,0,0,7.632683297000028,51.95372998100004
2019,2,12,7,3,0,1,0,1,0,0,0,6.948308186000077,50.95497585600003
2019,2,17,7,3,9,1,0,1,0,0,0,6.883410221000077,50.93774216700007
2019,2,12,7,3,3,5,0,1,1,0,0,6.939307643000063,50.93809777200005
2019,2,14,6,3,3,6,0,1,0,0,0,7.618310420000057,51.95169939700003
2019,2,14,5,3,1,3,0,1,1,0,0,7.594678490000035,51.98856507600004
2019,2,19,5,3,5,2,2,1,1,0,0,6.934579804000066,50.93653001600006
2019,2,2,3,3,1,7,2,1,1,0,0,6.939106442000025,50.93720075600004
2019,2,0,3,2,4,6,2,1,0,0,0,7.682737169000063,51.907066419000046
2019,2,9,2,3,5,3,0,1,1,0,0,7.647878603000038,51.987857906000045
2019,2,8,3,3,3,3,0,1,1,0,0,7.641467126000066,51.89830329100005
2019,2,8,3,3,5,3,0,1,1,0,0,7.045679699000061,50.924162660000036
2019,2,17,2,3,5,7,0,1,1,0,0,7.086372535000066,50.88144856100007
2019,2,8,2,3,5,2,0,1,1,0,0,6.983057501000076,50.93729809000007
2019,2,7,2,3,5,2,0,1,1,0,0,6.926761697000075,50.94267474800006
2019,2,17,3,2,5,3,0,1,1,0,0,6.957767682000053,50.95777701000003
2019,2,17,3,3,8,1,0,1,0,0,0,6.956225134000022,50.95615005800005
2019,2,13,3,3,3,6,0,1,0,0,0,6.998554114000058,50.872634307000055
2019,3,13,1,2,5,3,0,1,1,0,0,7.884608132000039,51.68628647700007
2019,2,15,5,3,1,4,0,1,0,1,0,7.677834309000048,51.919061154000076
2019,2,8,5,3,4,2,0,1,1,0,0,7.054579039000032,50.889712478000035
2019,3,18,7,3,3,5,1,1,1,0,0,6.915602522000029,50.950916463000056
2019,2,22,5,3,0,7,2,1,0,0,0,6.953177365000045,50.96728114300004
2019,2,18,5,3,5,7,0,1,1,0,0,6.92478784900004,50.93675455200008
2019,2,19,5,3,6,4,2,1,0,1,0,6.940425289000075,50.94247355700003
2019,2,7,4,3,5,3,0,1,1,0,0,7.634468395000056,51.906468320000045
2019,2,11,4,3,5,3,0,1,1,0,0,6.999697144000038,50.95488787600004
2019,3,17,6,3,6,4,0,1,0,1,0,7.64087276600003,51.95727495700004
2019,2,11,4,3,5,3,0,1,1,0,0,6.926756251000029,50.94266288500006
2019,3,20,6,3,5,3,2,1,1,0,0,6.938415171000031,50.906063851000056
2019,3,16,5,3,4,6,0,1,0,0,0,7.815380684000047,51.683337934000065
2019,3,17,4,2,5,2,0,1,1,0,0,7.647414494000032,51.95902791000003
2019,3,12,4,3,5,2,0,1,0,0,0,7.631972055000063,51.96286516400005
2019,3,15,4,3,1,6,0,1,1,0,0,7.00884540800007,50.95915770500005
2019,3,18,4,3,4,2,2,1,1,0,0,7.778042276000065,51.691550635000056
2019,3,19,3,3,5,2,1,1,1,0,0,7.650654997000061,51.96484853800007
2019,3,16,3,3,5,3,0,1,1,0,0,7.639418697000053,51.95797565200007
2019,3,20,3,3,0,5,2,1,1,0,0,6.957227527000043,50.953617981000036
2019,3,18,3,3,5,3,0,1,0,0,0,6.928399017000061,50.93670620200004
2019,3,13,5,3,5,3,0,1,1,0,0,7.647386678000032,51.95825720600004
2019,3,14,5,3,5,2,0,1,1,0,0,6.929933948000041,50.92520148400007
2019,3,5,2,3,5,3,2,1,1,0,0,6.949913350000031,50.95551837100004
2019,3,7,2,3,5,2,0,1,1,0,0,6.92478784900004,50.93675455200008
2019,3,15,3,2,5,3,0,1,1,0,0,7.53143797000007,51.98277892700003
2019,3,15,3,3,5,3,0,1,1,0,0,7.013514499000053,50.939766485000064
2019,3,7,2,3,0,2,0,1,1,0,0,7.82139799600003,51.68282092100003
2019,3,2,7,3,5,2,2,1,1,0,0,7.640037293000034,51.94874285000003
2019,3,15,7,2,1,5,0,1,1,0,0,7.644312929000023,51.955951569000035
2019,3,15,7,3,5,2,0,1,1,0,0,6.898143453000046,50.95862561700005
2019,3,13,7,2,5,4,0,1,1,1,0,6.900334644000054,50.93709503100007
2019,3,13,7,3,5,3,0,1,0,0,0,6.907988663000026,50.933430077000025
2019,3,12,5,3,0,7,0,1,1,0,0,6.954189509000059,50.96237391100004
2019,3,11,5,3,5,2,0,1,1,0,0,6.89457588700003,50.937222632000044
2019,3,16,5,3,1,3,0,1,1,0,0,7.780448189000026,51.675247686000034
2019,3,18,4,3,5,2,1,1,1,0,0,7.631283782000025,51.948173534000034
2019,3,6,6,3,0,1,0,1,0,0,0,6.875246032000064,50.93776224900006
2019,3,8,4,3,5,3,0,1,1,0,0,6.92873607100006,50.96027451800006
2019,3,20,4,2,4,2,2,1,1,0,0,6.908050203000073,50.93438398600006
2019,3,12,7,3,5,3,0,1,1,0,0,6.995747932000029,50.937287215000026
2019,3,4,4,3,5,2,2,1,1,0,0,7.777879477000056,51.689193068000066
2019,3,5,3,3,5,3,2,1,1,0,0,7.649887985000021,51.99300862200005
2019,3,14,3,3,5,3,0,1,1,0,0,7.090250508000054,50.85810427900003
2019,3,17,3,3,5,2,0,1,1,0,0,7.010798367000064,50.96985622900007
2019,3,17,5,3,4,2,0,1,1,0,0,7.602430983000033,51.92041881800003
2019,3,12,5,3,5,2,0,1,1,0,0,7.645753649000028,51.95551129900008
2019,3,21,5,2,5,3,2,1,1,0,0,6.927896832000045,50.959772060000034
2019,3,7,2,2,5,3,0,1,1,0,0,7.606230315000062,51.949441583000066
2019,3,7,2,2,3,2,0,1,1,0,0,7.565463923000038,51.99644849200007
2019,3,11,2,3,3,6,0,1,1,0,0,7.081958229000065,50.92160703900004
2019,3,16,2,3,6,6,0,1,0,1,0,6.925874824000061,50.93211220000006
2019,3,22,5,3,5,3,2,1,1,0,0,7.602742735000049,51.93569283700003
2019,3,18,5,3,5,3,0,1,1,0,0,7.029858572000023,50.940258320000055
2019,3,16,2,3,5,2,0,1,1,0,0,7.021773658000029,50.93323388400006
2019,3,16,2,3,5,2,0,1,1,0,0,6.989127547000066,50.93660629000004
2019,3,13,5,3,5,3,0,1,1,0,0,6.850916466000058,50.919133395000074
2019,3,15,2,3,0,3,0,1,1,0,0,6.930251315000021,50.936625252000056
2019,3,15,5,3,2,5,0,1,1,0,0,6.922632016000023,50.947357983000074
2019,3,13,1,3,4,7,0,1,1,0,0,7.107203867000067,50.878060850000054
2019,3,5,4,3,1,5,2,1,1,0,0,6.911167711000076,50.940351848000034
2019,3,20,1,3,0,3,2,1,1,0,0,6.93697342400003,50.99727158200005
2019,3,11,1,3,4,2,0,1,1,0,0,7.882807356000058,51.689999741000065
2019,3,10,4,3,5,3,0,1,1,0,0,7.757558679000056,51.64618260700007
2019,3,23,7,2,8,7,2,1,0,0,0,6.874495120000063,51.062118447000046
2019,3,9,3,3,3,2,0,1,1,0,0,7.646994903000064,51.96373042400006
2019,3,19,3,2,0,7,2,1,0,0,0,7.614752633000023,51.96724723700004
2019,3,16,3,3,5,3,0,1,1,0,0,7.643993013000056,51.95365771200005
2019,3,13,7,2,4,3,0,1,1,0,0,7.847348590000024,51.685802942000066
2019,3,9,3,3,5,2,0,1,0,0,1,6.895721469000023,50.91468123200008
2019,3,10,3,3,0,2,0,1,1,0,0,6.944908048000059,50.93581028300008
2019,3,13,6,3,0,7,0,1,0,0,0,7.618386829000031,51.95969347400006
2019,3,12,6,3,1,5,0,1,1,0,0,7.681839601000036,51.915388998000026
2019,3,13,2,3,5,2,0,1,1,0,0,7.667507241000067,51.92842870800007
2019,3,11,7,2,5,2,0,1,0,0,0,7.612350699000047,51.974272033000034
2019,3,10,7,3,5,3,0,1,1,0,0,6.950873311000066,50.973486586000035
2019,3,13,7,3,5,2,0,1,1,0,0,6.830010437000055,50.946132790000036
2019,3,2,7,3,0,7,2,1,0,0,0,6.928489090000028,50.94502837300007
2019,3,14,1,3,4,6,0,1,0,0,0,6.886449549000076,50.93373954700007
2019,3,16,1,3,0,1,0,1,0,0,0,7.089865914000029,50.93600850100006
2019,3,19,6,3,0,1,2,1,0,0,0,7.098016055000073,50.920052948000034
2019,3,9,6,3,5,3,0,1,0,0,0,7.048325669000064,50.921016767000026
2019,3,16,6,3,2,2,0,1,0,0,0,6.954232949000073,50.93510377900003
2019,3,4,1,2,3,6,2,1,0,0,0,6.965404246000048,50.92496485300006
2019,4,9,3,3,0,1,0,1,0,0,0,7.673448992000033,51.92301178500003
2019,4,9,3,3,5,2,0,1,0,0,0,7.632769415000041,51.91018626200008
2019,4,9,3,3,5,2,0,1,1,0,0,7.650056362000044,51.954977935000045
2019,4,9,3,3,3,2,0,1,0,0,0,6.912855107000041,50.936952613000074
2019,4,0,3,3,0,1,2,1,0,0,0,6.914858852000066,50.94833392900006
2019,4,8,3,3,1,5,0,1,1,0,0,6.950738841000032,50.948568358000045
2019,4,15,2,3,5,2,0,1,1,0,0,7.688127173000055,51.90952831900006
2019,4,12,2,3,5,2,0,1,1,0,0,6.976369369000054,50.92738193100007
2019,4,16,2,2,0,7,0,1,1,0,0,6.912860867000063,50.93678553600006
2019,4,8,2,3,0,1,0,1,0,0,0,6.932055763000051,50.908304704000045
2019,4,14,7,3,0,1,0,1,0,0,0,7.74846763000005,51.66271704400003
2019,4,10,6,3,2,6,0,1,0,0,0,7.65043821300003,51.95495859600004
2019,4,18,5,3,4,6,0,1,0,0,0,7.603356333000022,51.97537708300007
2019,4,14,5,3,5,3,0,1,1,0,0,7.616465660000074,51.949228712000036
2019,4,16,5,3,4,2,0,1,1,0,0,7.59454080200004,51.988545894000026
2019,4,3,5,2,0,1,2,1,0,0,0,7.634883760000037,51.97276276400004
2019,4,14,5,3,0,3,0,1,1,0,0,7.626300925000066,51.909559442000045
2019,4,17,5,3,5,2,0,1,1,0,0,6.95073979600005,50.973796521000054
2019,4,13,5,3,5,2,0,1,1,0,0,6.953337159000057,50.96661648700007
2019,4,18,5,3,5,3,0,1,1,0,0,6.932704546000025,50.920881131000044
2019,4,9,5,3,5,3,0,1,1,0,0,6.909391527000025,50.92801361100004
2019,4,7,5,3,5,3,0,1,1,0,0,7.780834533000075,51.66023804800005
2019,4,22,4,3,5,2,2,1,1,0,0,6.927891074000058,50.95975512000007
2019,4,23,7,3,0,1,2,1,0,0,0,6.91744624100005,50.950724610000066
2019,4,11,7,3,5,2,0,1,1,0,0,6.953086081000038,50.93510936600006
2019,4,16,1,3,5,3,0,1,1,0,0,7.616949226000031,51.96649062200004
2019,4,5,1,3,5,2,2,1,1,0,0,7.637956419000034,51.94993155700007
2019,4,18,3,2,5,3,0,1,0,0,0,7.611062874000027,51.97029792600006
2019,4,8,3,3,5,2,0,1,1,0,0,7.640800977000026,51.95730839700008
2019,4,13,7,3,5,2,0,1,1,0,0,7.697620574000041,51.98884224600005
2019,4,12,6,3,5,2,0,1,1,0,0,7.634230245000026,51.965605193000044
2019,4,8,6,3,3,5,0,1,1,0,0,6.918846332000044,50.948956906000035
2019,4,23,6,2,0,1,2,1,0,0,0,6.917424893000032,50.950970717000075
2019,4,18,6,2,5,3,0,1,1,0,0,6.942808834000061,50.935785116000034
2019,4,18,6,3,0,2,0,1,1,0,0,6.947336809000035,50.93030854400007
2019,4,2,5,3,0,7,2,1,0,0,0,7.623048881000045,51.96620631800005
2019,4,9,5,3,5,3,0,1,1,0,0,6.93633168100007,50.90680316000004
2019,4,0,1,2,0,1,2,1,0,0,0,7.686710998000024,51.99271734600006
2019,4,18,5,2,4,7,0,1,1,0,0,7.830829441000049,51.70462352700008
2019,4,6,4,3,5,2,1,1,0,0,0,7.631521431000067,51.95742771400006
2019,4,15,4,3,2,6,0,1,0,0,0,7.635620676000031,51.96198319900003
2019,4,12,4,3,5,2,0,1,0,0,0,7.635657622000053,51.90545502900005
2019,4,6,4,3,5,3,0,1,1,0,0,7.601773146000028,51.96672813400005
2019,4,18,4,2,0,1,0,1,0,0,0,7.07427347600003,50.98003468300004
2019,4,11,7,3,0,5,0,1,1,0,0,6.909800792000056,50.93895378800005
2019,4,12,4,3,6,4,0,1,0,1,0,6.953990893000025,50.96324314700007
2019,4,18,4,3,5,3,0,1,1,0,0,6.902979990000063,50.95673957500003
2019,4,2,7,3,0,7,2,1,0,0,0,6.923745465000025,50.94689116500007
2019,4,22,7,3,0,1,2,1,0,0,0,6.927780225000049,50.91584523500006
2019,4,11,7,3,0,7,0,1,0,0,0,6.942288431000065,50.94500676600006
2019,4,17,3,3,0,7,0,1,0,0,0,6.960476826000047,50.99552431400008
2019,4,19,3,3,5,2,0,1,1,0,0,6.93311645700004,50.94344937300008
2019,4,17,5,3,6,7,0,1,0,1,0,6.970979922000026,50.93551605000005
2019,4,7,3,3,0,1,0,1,0,0,0,6.99269180400006,50.90171931000003
2019,4,0,5,3,0,1,2,1,0,0,0,6.848218845000076,50.938156743000036
2019,4,11,5,3,0,7,0,1,0,0,0,6.925069310000026,50.93878836200008
2019,4,8,5,2,3,6,0,1,0,0,0,6.955519583000069,50.903746510000076
2019,4,13,2,3,3,6,0,1,0,0,0,7.610594586000048,51.94921919400008
2019,4,22,2,3,1,5,2,1,1,0,0,6.872464601000047,50.93778141300004
2019,4,11,5,2,0,6,0,1,1,0,0,7.788499760000036,51.66457315000008
2019,4,18,4,2,5,2,0,1,0,0,0,7.639350097000033,51.95801066900003
2019,4,13,4,2,1,5,0,1,1,0,0,7.031609303000039,50.93988260400005
2019,4,9,4,3,6,4,0,1,0,1,0,6.940374477000034,50.94227289300005
2019,4,11,1,3,5,2,0,1,1,0,0,6.910611644000028,50.925717313000064
2019,4,15,7,3,3,6,0,1,0,0,0,6.897887920000073,51.04403199700005
2019,4,2,7,2,9,7,2,1,0,0,0,6.914340578000065,50.936736902000064
2019,4,10,2,3,0,6,0,1,1,0,0,6.949778870000046,50.97606031200007
2019,4,17,6,3,5,3,0,1,1,0,0,7.825156452000044,51.69612138300005
2019,4,9,5,3,5,3,0,1,1,0,0,6.974185035000062,50.97516751200004
2019,4,14,1,2,0,1,0,1,0,0,0,6.923985955000035,50.912224845000026
2019,4,19,5,3,6,4,0,1,0,1,0,7.800640800000053,51.671910625000066
2019,4,19,4,3,0,4,0,1,0,1,0,7.60727769500005,51.97386261200006
2019,4,14,4,3,0,4,0,1,0,1,0,7.619664715000056,51.95735092400008
2019,4,19,7,2,6,4,0,1,0,1,0,7.629915883000024,51.95442713700004
2019,4,13,7,2,8,1,0,1,0,0,0,6.923996211000031,50.912234881000074
2019,4,12,4,3,5,5,0,1,1,0,0,6.953676047000045,50.964738014000034
2019,4,18,6,3,1,5,0,1,0,0,1,7.002325608000035,50.93786121000005
2019,4,21,6,3,5,3,1,1,1,0,0,6.93697215800006,50.99727380100006
2019,4,3,6,3,0,1,2,1,0,0,0,6.910102278000068,50.92830233900003
2019,4,16,6,3,7,7,0,1,0,0,0,6.877590869000073,50.92451296200005
2019,4,8,6,3,5,3,0,1,1,0,0,6.956672996000066,50.90371245800003
2019,4,14,5,3,2,3,0,1,1,0,0,7.631331492000072,51.95399493700006
2019,4,17,5,3,0,1,0,1,0,0,0,7.636272898000073,51.96191227300005
2019,4,14,5,3,1,5,0,1,1,0,0,7.639635632000022,51.971654751000074
2019,4,20,3,3,3,6,1,1,0,0,0,7.098011659000065,50.92005340700007
2019,4,9,3,3,0,1,0,1,0,0,0,6.92039899200006,50.95372640800008
2019,5,6,4,3,6,4,1,1,0,1,0,6.940056059000028,50.94095073700004
2019,4,8,3,3,5,3,0,1,1,0,0,7.569157521000022,51.94234200300008
2019,5,23,6,2,0,7,2,1,0,0,0,7.637103093000064,51.958953260000044
2019,5,16,6,3,3,6,0,1,0,0,0,7.632555962000026,51.95376827100006
2019,5,7,6,2,0,1,0,1,0,0,0,7.604466685000034,51.925369973000045
2019,4,14,3,3,3,2,0,1,1,0,0,7.052194257000053,50.978387429000065
2019,5,14,6,3,1,1,0,1,1,0,0,6.916619982000043,50.95025888400005
2019,4,12,3,3,5,3,0,1,1,0,0,6.95048689500004,50.97438361400003
2019,4,18,3,3,5,3,0,1,1,0,0,6.926756251000029,50.94266288500006
2019,4,15,3,3,0,7,0,1,0,0,0,6.912528855000062,50.95290851800007
2019,5,14,6,3,0,2,0,1,0,0,1,7.779534499000022,51.67646532500004
2019,5,16,6,3,0,3,0,1,0,0,0,7.82706276700003,51.68358337300003
2019,5,18,5,3,3,6,0,1,1,0,0,7.631681913000023,51.97331751000007
2019,4,14,3,3,5,2,0,1,1,0,0,7.756069553000032,51.662431439000045
2019,5,14,5,3,3,6,0,1,1,0,0,6.829222197000036,50.943307692000076
2019,5,9,5,3,6,7,0,1,0,1,0,6.940022426000041,50.940791370000056
2019,4,13,2,3,6,6,0,1,0,1,0,7.635928515000046,51.95939802800007
2019,5,19,5,3,5,2,0,1,1,0,0,6.932602531000043,50.93490170100006
2019,4,7,2,3,1,5,0,1,0,0,0,7.611903832000053,51.94398808900007
2019,5,18,5,3,0,1,1,1,0,0,0,6.941746944000045,50.929364795000026
2019,4,13,2,3,5,3,0,1,1,0,0,6.957767682000053,50.95777701000003
2019,4,16,2,3,0,5,0,1,1,0,0,6.862492045000067,50.93787122300006
2019,4,12,2,3,0,7,0,1,0,0,0,6.870027048000054,50.92297171000007
2019,4,13,2,2,5,2,0,1,0,0,0,6.914632432000076,50.94851515200003
2019,4,21,2,3,0,7,2,1,0,0,0,6.937457633000065,50.936490167000045
2019,5,7,7,3,5,3,0,1,1,0,0,7.612795023000047,51.93984018200007
2019,5,5,5,3,5,3,1,1,1,0,0,7.768132865000041,51.665488863000064
2019,5,7,4,3,0,1,0,1,0,0,0,7.828243443000076,51.67737783000007
2019,5,15,3,3,5,2,0,1,1,0,0,7.623655241000051,51.94676787600008
2019,5,14,3,3,5,3,0,1,0,0,0,7.561280439000029,51.97624278500007
2019,5,8,3,3,5,2,0,1,1,0,0,7.604091567000069,51.94846271000006
2019,5,16,3,3,5,3,0,1,1,0,0,6.879658126000038,50.99991219700007
2019,5,16,3,3,3,2,0,1,1,0,0,7.82976162500006,51.69970159200005
2019,5,16,2,3,4,7,0,1,0,0,0,7.616620438000041,51.966647773000034
2019,5,9,2,3,5,3,0,1,1,0,0,7.647103942000058,51.98561448300006
2019,5,16,2,3,0,7,0,1,0,0,0,6.875919964000048,50.93775674700004
2019,5,16,2,2,0,1,0,1,0,0,0,6.88049060000003,50.93763188400004
2019,5,3,7,2,0,1,2,1,0,0,0,6.940425508000033,50.93155871000005
2019,5,19,6,3,5,7,0,1,1,0,0,7.057762697000044,50.974111218000075
2019,5,13,6,3,5,3,0,1,1,0,0,6.92478784900004,50.93675455200008
2019,5,1,7,3,0,7,2,1,0,0,0,6.984141904000069,50.921215188000076
2019,5,18,5,3,5,3,0,1,1,0,0,7.626338932000067,51.90967398400005
2019,5,12,5,3,0,1,0,1,0,0,0,6.88601864900005,50.96434374700004
2019,5,14,4,3,4,2,0,1,1,0,0,7.060688324000068,50.903442357000074
2019,5,8,4,3,0,7,0,1,0,0,0,7.004278764000048,50.93816194200008
2019,5,16,5,3,0,7,0,1,1,0,0,7.808409418000053,51.69293823300006
2019,5,7,5,3,5,2,0,1,1,0,0,7.826895092000029,51.677392016000056
2019,5,15,4,2,0,1,0,1,0,0,0,7.022172530000034,50.98001625300003
2019,5,9,4,3,5,2,0,1,1,0,0,7.628501566000068,51.96469872400007
2019,5,18,4,3,0,3,0,1,1,0,0,7.64097971700005,51.96172399400007
2019,5,17,4,3,5,3,1,1,1,0,1,7.650354198000059,51.95496284700005
